aX,aY,aZ,gX,gY,gZ
0.917,0.491,0.048,-74.097,-15.015,-13.916
0.694,0.314,0.283,-39.917,-35.095,-34.241
0.577,0.150,0.361,-4.700,-31.616,-40.100
0.589,0.015,0.324,22.339,-12.268,-34.851
0.687,-0.054,0.249,36.133,10.559,-23.865
0.755,-0.054,0.201,38.330,30.151,-14.160
0.772,-0.019,0.189,35.339,42.847,-6.775
0.792,0.058,0.205,29.602,50.232,-0.305
0.815,0.161,0.259,22.888,53.345,5.371
0.801,0.247,0.281,20.447,55.298,6.531
0.770,0.265,0.255,24.353,57.312,3.662
0.745,0.254,0.201,32.104,60.242,0.122
0.747,0.220,0.149,39.917,62.500,-2.930
0.734,0.177,0.112,47.424,62.927,-6.042
0.744,0.110,0.080,57.800,60.425,-8.362
0.732,0.052,0.031,69.397,58.105,-8.484
0.729,0.024,-0.025,72.998,58.899,-6.653
0.732,0.027,-0.041,64.880,60.181,-4.089
0.749,0.069,-0.029,51.453,58.228,-1.709
0.761,0.127,0.034,38.818,51.636,-0.671
0.821,0.148,0.127,33.325,43.640,-2.441
0.818,0.184,0.185,33.630,35.706,-5.127
0.721,0.221,0.187,36.560,31.982,-9.583
0.655,0.191,0.201,40.039,30.518,-16.357
0.632,0.115,0.199,43.701,32.715,-21.179
0.651,0.029,0.144,48.279,39.246,-19.409
0.636,0.001,0.082,47.974,42.480,-12.085
0.618,0.012,0.053,42.725,39.063,-5.554
0.584,0.018,0.062,35.095,33.569,-3.052
0.557,0.035,0.096,25.696,29.907,-2.197
0.551,0.068,0.145,18.799,28.076,-1.709
1.531,0.066,-1.167,71.716,29.907,8.850
1.515,0.045,-1.204,45.105,29.785,-0.671
1.498,0.037,-1.150,27.954,25.574,-5.127
1.476,0.054,-1.154,25.757,20.142,-1.343
1.502,0.098,-1.188,33.142,13.550,7.812
1.570,0.132,-1.241,37.415,8.362,15.015
1.640,0.197,-1.267,34.424,2.197,14.160
1.719,0.218,-1.203,28.259,-15.320,1.282
1.693,0.194,-0.992,20.935,-42.847,-19.043
1.592,0.117,-0.769,11.414,-65.063,-39.246
1.511,0.052,-0.558,1.404,-74.524,-51.270
1.478,0.020,-0.376,-3.784,-76.416,-52.002
1.472,0.023,-0.286,-4.395,-72.021,-47.424
1.496,0.006,-0.254,-6.470,-62.561,-42.236
1.536,0.019,-0.273,-15.076,-48.035,-37.720
1.574,0.017,-0.338,-24.536,-33.875,-34.851
1.643,0.031,-0.431,-28.015,-27.161,-34.058
1.594,0.006,-0.473,-32.654,-21.973,-34.119
1.627,-0.011,-0.518,-36.865,-23.437,-38.086
1.588,-0.023,-0.536,-33.020,-23.071,-37.903
1.565,-0.009,-0.480,-40.894,-24.597,-40.466
1.512,-0.032,-0.420,-44.189,-28.931,-43.884
1.444,-0.056,-0.380,-38.513,-33.447,-44.312
1.389,-0.094,-0.351,-28.137,-37.231,-43.152
1.325,-0.145,-0.326,-21.118,-37.842,-41.016
1.271,-0.190,-0.337,-24.109,-34.546,-38.391
1.217,-0.240,-0.362,-32.227,-27.710,-35.156
1.208,-0.276,-0.397,-39.124,-20.325,-27.954
1.236,-0.277,-0.421,-44.312,-17.395,-17.822
1.251,-0.251,-0.422,-47.546,-19.348,-9.888
1.267,-0.207,-0.436,-49.255,-26.550,-5.798
1.281,-0.170,-0.437,-49.194,-37.170,-8.301
1.235,-0.136,-0.422,-46.326,-48.889,-14.221
1.108,-0.152,-0.353,-47.852,-62.988,-26.855
1.003,-0.235,-0.307,-49.316,-68.909,-38.635
0.938,-0.296,-0.243,-58.228,-70.801,-42.664
0.908,-0.302,-0.152,-70.496,-70.068,-39.124
0.880,-0.307,-0.084,-78.064,-65.796,-33.752
0.849,-0.345,-0.088,-72.510,-61.768,-22.888
0.826,-0.354,-0.126,-60.547,-58.105,-5.127
0.829,-0.310,-0.213,-49.622,-53.162,15.198
0.815,-0.283,-0.289,-41.687,-52.246,30.090
0.766,-0.242,-0.323,-38.635,-57.922,39.307
0.759,-0.143,-0.347,-39.490,-69.153,45.349
0.799,-0.089,-0.375,-42.786,-83.130,42.419
0.775,-0.070,-0.318,-53.894,-99.304,31.250
0.721,-0.112,-0.256,-72.449,-108.398,18.555
0.700,-0.123,-0.254,-95.276,-100.220,10.498
0.664,-0.104,-0.200,-118.408,-85.205,9.094
0.622,-0.104,-0.150,-129.883,-72.693,11.292
0.557,-0.102,-0.079,-127.319,-64.026,21.301
0.499,-0.059,-0.023,-108.215,-64.026,40.771
0.547,0.007,-0.023,-81.116,-68.054,63.965
0.670,0.138,-0.180,-69.519,-69.336,77.881
0.758,0.252,-0.277,-78.308,-72.510,71.045
0.729,0.295,-0.297,-98.511,-83.679,49.194
0.696,0.282,-0.196,-121.277,-97.107,26.794
0.632,0.276,-0.054,-136.658,-109.924,13.489
0.582,0.270,0.055,-141.846,-117.126,8.118
0.530,0.330,0.151,-144.287,-112.915,6.470
0.541,0.362,0.239,-145.081,-101.624,4.944
0.573,0.387,0.280,-139.832,-82.825,2.625
0.568,0.418,0.231,-130.920,-59.692,-0.610
0.473,0.287,-0.105,-120.850,-41.382,-3.174
0.566,0.173,-0.422,-132.812,-38.086,6.531
0.681,0.267,-0.548,-175.476,-57.373,28.137
0.708,0.480,-0.544,-219.666,-82.703,40.344
0.564,0.708,-0.477,-248.901,-110.168,35.950
0.338,0.944,-0.341,-268.921,-138.184,24.292
0.117,1.254,-0.002,-286.682,-164.734,16.357
0.051,1.554,0.504,-289.734,-186.035,10.132
0.066,1.802,1.088,-261.597,-204.163,1.404
0.256,1.791,1.737,-200.378,-218.018,-14.465
0.386,1.563,2.381,-110.718,-232.239,-42.603
0.208,1.170,3.034,-14.526,-259.460,-74.768
-0.024,0.412,3.416,62.744,-272.522,-91.248
-0.162,-0.267,2.839,98.877,-161.926,-83.679
-0.121,-0.470,1.941,52.856,16.602,-48.340
0.151,-0.355,1.092,-12.329,147.156,0.732
0.485,-0.114,0.410,-44.861,197.937,45.166
0.841,0.276,-0.115,-47.607,186.279,75.867
1.192,0.573,-0.372,-46.814,144.165,74.402
1.276,0.695,-0.436,-48.645,95.825,38.269
1.141,0.589,-0.274,-53.711,50.415,-9.949
0.932,0.396,0.019,-53.284,10.193,-45.349
0.758,0.225,0.324,-38.147,-23.804,-58.777
0.669,0.056,0.559,-14.160,-45.166,-56.152
0.584,-0.080,0.679,3.723,-44.006,-47.546
0.533,-0.146,0.710,8.362,-24.109,-35.095
0.577,-0.095,0.639,7.324,5.005,-18.372
0.621,-0.001,0.532,11.414,26.978,-2.502
0.678,0.076,0.379,20.996,38.696,8.728
0.761,0.140,0.250,24.353,42.664,15.015
0.836,0.176,0.189,17.822,41.382,13.123
0.844,0.183,0.193,5.127,36.011,4.578
0.828,0.197,0.284,-7.324,27.466,-3.967
0.779,0.219,0.418,-15.137,19.226,-9.949
0.729,0.271,0.536,-16.724,16.479,-13.733
0.691,0.329,0.620,-9.521,18.005,-14.099
0.683,0.342,0.656,5.310,22.766,-13.611
0.688,0.309,0.639,24.231,30.273,-12.634
0.693,0.257,0.562,40.894,39.917,-10.681
0.658,0.227,0.469,52.429,49.988,-8.362
0.653,0.231,0.414,58.716,54.688,-4.211
0.644,0.307,0.415,58.044,55.542,-1.343
0.633,0.423,0.458,55.176,56.213,-1.770
0.632,0.471,0.559,56.519,57.129,-5.554
0.585,0.495,0.593,66.406,58.594,-10.986
0.535,0.477,0.646,86.121,57.007,-14.771
0.451,0.468,0.659,112.244,53.162,-14.648
0.434,0.416,0.630,142.273,50.171,-10.437
0.417,0.365,0.567,166.260,52.979,-5.188
0.384,0.352,0.483,175.049,63.171,-0.793
0.371,0.328,0.416,170.593,78.857,1.892
0.371,0.329,0.393,158.508,95.032,0.854
0.378,0.334,0.409,149.170,105.835,0.549
0.377,0.369,0.399,148.743,112.366,1.343
0.384,0.395,0.355,156.555,114.685,3.662
0.447,0.391,0.314,167.175,113.953,6.714
1.388,0.245,-1.147,111.572,43.762,64.148
1.453,0.325,-1.299,94.360,42.664,59.204
1.535,0.354,-1.411,75.439,43.396,52.673
1.597,0.410,-1.528,54.382,43.701,45.471
1.614,0.469,-1.603,38.879,37.598,35.828
1.634,0.499,-1.621,37.720,20.813,24.658
1.646,0.464,-1.580,47.791,-4.150,11.475
1.613,0.419,-1.461,52.856,-27.710,-2.869
1.531,0.367,-1.272,47.180,-46.509,-18.555
1.439,0.309,-1.011,36.499,-62.622,-33.508
1.318,0.232,-0.737,25.513,-75.500,-45.166
1.198,0.148,-0.474,18.494,-83.008,-50.476
1.129,0.077,-0.263,13.611,-85.632,-48.218
1.057,0.031,-0.107,11.841,-81.604,-42.542
1.019,0.004,-0.021,10.010,-71.899,-35.950
0.993,-0.014,-0.001,9.583,-61.707,-31.799
0.986,-0.048,-0.031,12.207,-49.194,-28.320
0.977,-0.092,-0.082,14.282,-37.537,-24.231
0.964,-0.130,-0.161,12.451,-28.259,-17.883
0.985,-0.086,-0.235,7.812,-23.010,-8.362
1.017,-0.052,-0.267,7.751,-24.902,-1.465
1.043,0.015,-0.314,10.864,-32.043,0.671
1.072,0.041,-0.321,12.268,-37.842,-2.930
1.035,0.081,-0.321,8.057,-41.443,-8.423
0.999,0.094,-0.296,3.479,-43.701,-13.489
0.987,0.106,-0.254,0.061,-42.236,-16.174
1.002,0.111,-0.208,-4.883,-37.231,-17.944
1.029,0.124,-0.208,-7.996,-30.701,-19.165
1.098,0.127,-0.227,-10.071,-24.841,-17.761
1.160,0.127,-0.285,-11.597,-20.325,-16.724
1.233,0.148,-0.338,-14.465,-16.663,-16.235
1.282,0.179,-0.413,-15.137,-17.334,-16.785
1.337,0.197,-0.446,-11.963,-21.729,-17.700
1.365,0.219,-0.490,-8.911,-27.954,-19.165
1.435,0.221,-0.519,-8.606,-32.227,-20.874
1.485,0.257,-0.516,-14.465,-34.241,-24.658
1.507,0.271,-0.466,-22.949,-36.072,-32.410
1.492,0.245,-0.416,-26.855,-39.856,-42.114
1.466,0.184,-0.332,-29.053,-42.297,-49.683
1.414,0.109,-0.286,-32.349,-40.710,-53.223
1.406,0.030,-0.268,-36.499,-32.898,-52.551
1.380,-0.021,-0.276,-43.884,-22.339,-48.401
1.376,-0.041,-0.318,-49.866,-11.780,-40.222
1.411,-0.060,-0.386,-52.429,-5.432,-29.663
1.439,-0.083,-0.429,-53.772,-5.371,-21.362
1.453,-0.064,-0.391,-57.312,-9.033,-15.991
1.495,-0.029,-0.364,-61.218,-11.780,-16.052
1.470,-0.006,-0.352,-61.340,-18.127,-23.926
1.402,-0.028,-0.327,-55.908,-31.494,-31.921
1.328,-0.048,-0.255,-50.110,-46.631,-36.987
1.278,-0.093,-0.212,-45.898,-55.298,-40.222
1.228,-0.144,-0.198,-45.471,-54.504,-40.344
1.193,-0.198,-0.225,-51.453,-47.668,-37.292
1.179,-0.214,-0.246,-60.486,-37.231,-30.029
1.125,-0.221,-0.209,-66.589,-29.907,-19.653
1.059,-0.217,-0.162,-61.707,-25.574,-5.188
1.066,-0.155,-0.201,-49.377,-24.048,11.353
1.089,-0.078,-0.285,-33.997,-28.259,22.644
1.095,-0.028,-0.350,-24.109,-41.382,22.034
1.017,-0.014,-0.366,-23.071,-61.584,9.399
0.916,-0.037,-0.295,-29.968,-79.163,-5.249
0.811,-0.071,-0.190,-41.382,-88.989,-17.700
0.735,-0.124,-0.105,-48.889,-90.576,-23.682
0.663,-0.187,-0.073,-52.795,-87.952,-20.630
0.612,-0.243,-0.042,-56.274,-82.397,-10.132
0.562,-0.261,0.027,-59.204,-76.111,5.310
0.550,-0.260,0.085,-57.739,-69.031,24.963
0.553,-0.235,0.066,-53.833,-58.594,44.312
0.598,-0.141,-0.020,-54.321,-47.974,59.631
0.664,-0.045,-0.132,-61.340,-43.518,66.223
0.702,0.034,-0.226,-71.594,-47.791,61.279
0.744,0.084,-0.291,-82.581,-57.739,46.082
0.734,0.067,-0.274,-95.825,-71.716,25.513
0.730,0.023,-0.239,-107.727,-84.351,6.165
0.707,0.014,-0.179,-120.605,-90.149,-5.066
0.625,0.056,-0.099,-131.287,-93.506,-9.583
0.503,0.087,-0.017,-129.944,-94.971,-10.254
0.444,0.100,0.058,-117.310,-96.497,-4.578
0.396,0.140,0.076,-103.149,-91.064,7.263
0.354,0.224,0.063,-100.891,-81.848,20.203
0.357,0.314,0.020,-101.929,-77.209,27.161
0.326,0.385,-0.012,-103.760,-81.177,26.062
0.258,0.460,-0.006,-106.934,-92.651,19.348
0.202,0.511,0.104,-114.380,-106.384,7.202
0.174,0.514,0.279,-121.887,-116.150,-5.432
0.230,0.422,0.456,-121.887,-119.202,-16.724
0.212,0.253,0.482,-105.713,-116.516,-21.729
0.322,0.105,0.380,-85.754,-107.117,-16.663
0.502,0.115,0.253,-75.317,-100.281,-1.282
0.609,0.247,0.191,-72.449,-105.469,12.146
0.807,0.432,0.235,-75.989,-117.310,12.085
0.828,0.583,0.435,-85.510,-132.568,-4.089
0.767,0.691,0.787,-91.980,-149.780,-29.419
0.642,0.656,1.235,-80.811,-169.983,-56.946
0.453,0.489,1.659,-46.692,-181.885,-81.848
0.221,0.209,1.923,-10.193,-171.997,-93.933
0.118,-0.097,1.939,11.658,-129.028,-85.754
0.196,-0.289,1.741,12.085,-57.922,-56.396
0.379,-0.312,1.351,2.136,17.700,-17.700
0.602,-0.212,0.889,-4.150,72.937,18.738
0.836,0.052,0.482,-9.460,96.436,48.889
1.088,0.367,0.247,-21.423,89.417,59.998
1.228,0.600,0.174,-31.311,66.162,43.640
1.194,0.631,0.250,-32.654,35.828,10.010
1.025,0.476,0.396,-20.935,3.845,-24.231
0.842,0.218,0.511,-2.380,-21.973,-46.570
0.707,-0.005,0.588,11.108,-34.668,-53.284
0.658,-0.156,0.657,11.475,-32.776,-48.462
0.628,-0.222,0.695,4.272,-20.142,-37.415
0.624,-0.176,0.701,-4.089,-3.906,-22.156
0.666,-0.085,0.698,-11.108,10.681,-7.019
0.678,0.002,0.644,-13.245,23.621,3.052
0.735,0.068,0.559,-9.705,32.959,10.254
0.804,0.110,0.471,-5.737,36.987,12.817
0.843,0.116,0.369,-4.089,37.537,10.376
0.870,0.097,0.292,-7.507,35.522,4.456
0.872,0.057,0.274,-11.841,30.762,-2.136
0.839,0.029,0.285,-14.282,24.170,-7.385
0.799,0.016,0.312,-13.794,18.188,-10.193
0.286,0.018,0.918,-214.905,-20.691,52.551
-0.050,-0.203,1.344,-318.237,-36.865,27.832
-0.088,-0.012,1.125,54.626,-69.214,-15.076
-0.096,-0.180,0.883,265.442,-46.143,-38.940
-0.108,-0.183,0.991,123.596,-52.307,-21.057
-0.097,-0.038,1.135,-68.115,-39.490,2.686
-0.073,0.030,1.174,-71.289,-29.480,5.127
-0.076,-0.141,1.095,-9.338,-20.752,-11.536
-0.028,-0.052,1.379,-121.033,15.015,-0.183
-0.057,-0.108,1.255,-12.573,11.169,-11.292
-0.111,-0.148,0.932,107.788,10.559,-28.198
-0.124,-0.202,0.799,106.201,12.451,-25.269
-0.094,-0.149,0.806,11.169,18.127,-8.667
-0.086,-0.101,0.867,-36.499,9.277,-1.892
-0.124,-0.256,1.054,2.502,2.930,-8.118
-0.098,-0.648,1.156,-28.870,10.193,-4.944
-0.058,-0.188,1.015,-15.320,10.864,-0.854
-0.105,-0.092,1.014,-8.484,-1.160,5.676
-0.082,-0.129,0.928,26.733,8.850,0.732
-0.089,-0.163,0.917,20.630,8.545,4.639
-0.072,-0.167,0.939,5.005,8.606,6.165
-0.082,-0.170,0.989,-5.005,9.094,8.362
-0.040,-0.145,1.008,-10.620,7.568,5.554
-0.073,-0.121,0.999,2.930,5.737,3.601
-0.081,-0.148,0.959,18.860,5.798,0.366
-0.079,-0.178,0.936,23.987,7.263,0.854
-0.063,-0.186,0.947,12.878,7.751,4.578
-0.046,-0.143,0.955,4.456,6.775,8.545
-0.062,-0.140,0.974,-0.549,6.409,7.996
-0.072,-0.144,0.972,0.244,9.460,5.066
-0.053,-0.161,0.961,5.127,11.475,4.883
-0.055,-0.155,0.947,4.395,12.146,5.127
-0.083,-0.192,0.971,0.916,11.353,3.784
-0.045,-0.188,0.966,-1.648,11.658,5.005
-0.067,-0.186,0.985,-3.967,9.705,7.751
-0.042,-0.157,0.975,-4.272,7.935,8.179
-0.062,-0.185,0.963,-0.671,7.141,7.141
-0.056,-0.130,0.980,-0.793,5.249,8.118
-0.066,-0.164,0.978,2.869,6.714,4.639
-0.056,-0.170,0.942,6.409,9.827,2.380
-0.037,-0.165,0.938,1.160,9.888,3.174
-0.075,-0.167,0.977,-10.193,8.057,3.662
-0.081,-0.160,0.994,-11.353,6.531,4.395
-0.054,-0.165,0.993,-4.333,5.249,3.052
-0.034,-0.174,0.962,5.859,5.554,1.587
-0.038,-0.180,0.951,5.493,4.761,1.587
-0.043,-0.164,0.956,-3.540,2.930,3.357
-0.036,-0.153,0.970,-9.033,2.686,5.493
-0.006,-0.141,0.979,-6.165,4.089,5.798
-0.016,-0.136,0.977,-0.732,5.798,5.615
-0.026,-0.126,0.982,6.042,8.362,4.822
-0.054,-0.216,0.920,13.123,10.071,4.089
-0.047,-0.172,0.969,3.723,7.080,6.287
-0.033,-0.171,0.952,-6.042,5.310,5.493
-0.034,-0.160,0.966,-6.592,6.775,4.395
-0.017,-0.158,0.954,-6.409,7.935,4.639
-0.018,-0.156,0.957,-10.620,7.385,4.761
-0.002,-0.162,0.919,-10.498,9.644,5.310
-0.009,-0.149,0.957,-14.404,15.076,5.432
-0.024,-0.140,0.948,-17.273,17.944,6.348
-0.035,-0.152,0.993,-25.085,15.747,7.935
-0.019,-0.128,1.014,-19.592,14.465,6.775
0.019,-0.146,0.994,-10.132,12.207,7.751
-0.039,-0.163,0.995,-7.751,6.470,8.423
-0.016,-0.144,0.965,-3.906,4.028,4.822
-0.015,-0.136,0.963,-2.502,6.104,3.845
0.030,-0.147,0.954,-4.944,7.385,5.188
-0.022,-0.155,0.978,-11.475,3.357,3.479
-0.008,-0.120,0.993,-9.460,0.793,-1.221
0.017,-0.119,0.968,-2.869,0.427,0.061
0.004,-0.130,0.954,-3.723,-0.122,3.418
-0.064,-0.148,0.983,-13.184,-0.488,5.249
0.057,-0.135,0.970,-15.930,0.977,8.728
0.028,-0.158,0.968,-17.212,1.099,9.583
-0.033,-0.117,0.960,-23.804,2.075,6.531
-0.033,-0.097,0.986,-26.367,4.883,7.690
-0.133,-0.128,1.020,-18.921,5.005,9.460
0.023,-0.115,1.009,-9.521,1.343,8.423
0.009,-0.131,0.957,5.371,-1.221,6.042
-0.001,-0.148,0.939,6.348,-0.916,2.319
-0.011,-0.112,0.975,-6.348,2.319,-0.366
0.011,-0.083,0.979,-11.963,5.554,2.258
0.005,-0.100,0.990,-7.324,3.723,4.211
-0.006,-0.103,0.990,1.343,1.587,2.930
0.005,-0.107,0.976,6.348,1.099,4.700
0.057,-0.111,0.951,8.789,-0.305,7.690
0.009,-0.108,0.939,0.061,-1.099,8.972
0.000,-0.103,0.949,-10.925,-2.625,10.132
0.008,-0.089,0.971,-18.982,0.977,11.230
-0.070,-0.285,0.976,-29.602,2.441,10.010
-0.024,-0.070,0.997,-21.606,0.549,12.634
-0.013,-0.074,1.004,-11.047,-2.075,14.343
-0.001,-0.102,0.960,-6.042,0.854,9.888
0.041,-0.081,0.947,-14.832,5.798,13.428
0.009,-0.089,0.995,-20.752,2.808,11.536
0.005,-0.076,1.005,-8.606,-4.272,10.254
-0.032,-0.101,1.024,2.319,-3.174,8.606
-0.016,-0.129,0.962,12.085,2.441,11.292
0.024,-0.122,0.988,28.381,-7.446,18.127
-0.003,-0.038,1.060,48.340,-16.602,23.193
-0.007,-0.116,0.920,62.012,-4.333,12.329
-0.011,-0.136,0.865,40.283,2.502,1.099
-0.014,-0.120,0.924,-10.376,3.540,3.174
0.006,-0.161,0.984,-42.480,5.066,3.906
0.005,-0.109,1.049,-50.049,3.235,3.174
0.012,-0.100,0.999,-22.827,4.456,2.136
0.007,-0.100,0.977,-6.104,7.141,0.488
0.011,-0.088,0.987,-3.906,6.165,-0.549
0.004,-0.091,0.996,-3.906,10.376,-1.343
-0.005,-0.094,0.995,-2.869,16.052,-1.343
-0.031,-0.096,0.985,0.488,18.066,-1.160
0.010,-0.100,0.969,2.991,16.907,-0.244
0.006,-0.108,0.955,3.052,13.611,1.404
0.050,-0.101,0.950,2.136,7.568,1.526
0.027,-0.097,0.972,1.587,0.854,2.075
0.015,-0.101,0.978,2.747,-3.174,2.197
0.006,-0.098,0.981,1.770,-2.197,3.113
-0.009,-0.079,1.025,1.221,0.183,3.784
-0.097,-0.098,1.026,-2.930,10.559,1.343